,255-CAL_DAC
Channel,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0,0,0,0,0,0,0,0,15,82,98,100,100,100,100,100,100,100,100,100
1,0,0,0,0,0,0,0,0,5,70,100,100,100,100,100,100,100,100,100,100
2,0,0,0,0,0,0,0,16,84,100,100,100,100,100,100,100,100,100,100,100
3,0,0,0,0,0,0,0,19,87,99,100,100,100,100,100,100,100,100,100,100
4,0,0,0,0,0,0,0,0,0,14,76,100,100,100,100,100,100,100,100,100
5,0,0,0,0,0,0,0,4,54,99,100,100,100,100,100,100,100,100,100,100
6,0,0,0,0,0,0,0,1,32,94,100,100,100,100,100,100,100,100,100,100
7,0,0,0,0,0,0,0,0,0,0,7,70,100,100,100,100,100,100,100,100
8,0,0,0,0,0,0,0,0,4,73,98,100,100,100,100,100,100,100,100,100
9,0,0,0,0,0,0,0,0,0,22,90,100,100,100,100,100,100,100,100,100
10,0,0,0,0,0,0,0,21,91,100,100,100,100,100,100,100,100,100,100,100
11,0,0,0,0,0,0,0,0,4,43,94,100,100,100,100,100,100,100,100,100
12,0,0,0,0,0,0,0,0,3,82,99,100,100,100,100,100,100,100,100,100
13,0,0,0,0,0,0,0,0,0,24,85,100,100,100,100,100,100,100,100,100
14,0,0,0,0,0,0,0,0,1,59,99,100,100,100,100,100,100,100,100,100
15,0,0,0,0,0,0,0,0,0,0,14,78,100,100,100,100,100,100,100,100
16,0,0,0,0,0,0,0,27,95,100,100,100,100,100,100,100,100,100,100,100
17,0,0,0,0,0,0,0,15,80,100,100,100,100,100,100,100,100,100,100,100
18,0,0,0,0,0,0,0,0,0,19,80,100,100,100,100,100,100,100,100,100
19,0,0,0,0,0,0,0,0,0,5,51,98,100,100,100,100,100,100,100,100
20,0,0,0,0,0,0,0,11,84,100,100,100,100,100,100,100,100,100,100,100
21,0,0,0,0,0,0,0,9,85,99,100,100,100,100,100,100,100,100,100,100
22,0,0,0,0,0,0,0,0,3,45,97,100,100,100,100,100,100,100,100,100
23,0,0,0,0,0,0,0,0,3,64,98,100,100,100,100,100,100,100,100,100
24,0,0,0,0,0,0,0,31,91,100,100,100,100,100,100,100,100,100,100,100
25,0,0,0,0,0,0,0,0,0,7,68,99,100,100,100,100,100,100,100,100
26,0,0,0,0,0,0,0,0,0,33,90,100,100,100,100,100,100,100,100,100
27,0,0,0,0,0,0,0,0,1,64,100,100,100,100,100,100,100,100,100,100
28,0,0,0,0,0,0,0,0,0,33,90,100,100,100,100,100,100,100,100,100
29,0,0,0,0,0,0,0,3,69,100,100,100,100,100,100,100,100,100,100,100
30,0,0,0,0,0,0,2,58,99,100,100,100,100,100,100,100,100,100,100,100
31,0,0,0,0,0,0,6,77,100,100,100,100,100,100,100,100,100,100,100,100
32,0,0,0,0,0,0,0,0,1,6,49,99,100,100,100,100,100,100,100,100
33,0,0,0,0,0,0,0,0,0,0,2,56,95,100,100,100,100,100,100,100
34,0,0,0,0,0,0,0,0,7,69,100,100,100,100,100,100,100,100,100,100
35,0,0,0,0,0,0,0,16,84,100,100,100,100,100,100,100,100,100,100,100
36,0,0,0,0,0,0,0,14,80,100,100,100,100,100,100,100,100,100,100,100
37,0,0,0,0,0,0,0,0,0,22,87,100,100,100,100,100,100,100,100,100
38,0,0,0,0,0,0,0,0,0,45,95,100,100,100,100,100,100,100,100,100
39,0,0,0,0,0,0,0,0,1,77,100,100,100,100,100,100,100,100,100,100
40,0,0,0,0,0,0,0,0,0,41,96,100,100,100,100,100,100,100,100,100
41,0,0,0,0,0,0,0,0,0,0,23,89,100,100,100,100,100,100,100,100
42,0,0,0,0,0,0,0,0,0,0,6,69,100,100,100,100,100,100,100,100
43,0,0,0,0,0,0,0,0,0,13,80,100,100,100,100,100,100,100,100,100
44,0,0,0,0,0,0,0,0,0,0,2,44,99,100,100,100,100,100,100,100
45,0,0,0,0,0,0,0,0,0,0,14,84,100,100,100,100,100,100,100,100
46,0,0,0,0,0,0,0,0,32,95,100,100,100,100,100,100,100,100,100,100
47,0,0,0,0,0,0,0,0,0,0,1,55,97,100,100,100,100,100,100,100
48,0,0,0,0,0,0,0,0,0,2,30,95,100,100,100,100,100,100,100,100
49,0,0,0,0,0,0,0,1,20,94,100,100,100,100,100,100,100,100,100,100
50,0,0,0,0,0,0,0,0,5,72,97,100,100,100,100,100,100,100,100,100
51,0,0,0,0,0,0,0,0,0,26,93,100,100,100,100,100,100,100,100,100
52,0,0,0,0,0,0,0,0,5,61,96,100,100,100,100,100,100,100,100,100
53,0,0,0,0,0,0,0,0,0,3,24,89,100,100,100,100,100,100,100,100
54,0,0,0,0,0,0,0,0,1,33,94,100,100,100,100,100,100,100,100,100
55,0,0,0,0,0,0,0,0,0,1,6,87,100,100,100,100,100,100,100,100
56,0,0,0,0,0,0,0,0,0,0,1,28,88,100,100,100,100,100,100,100
57,0,0,0,0,0,0,0,0,5,79,100,100,100,100,100,100,100,100,100,100
58,0,0,0,0,0,0,0,0,35,100,100,100,100,100,100,100,100,100,100,100
59,0,0,0,0,0,0,0,0,0,3,45,99,100,100,100,100,100,100,100,100
60,0,0,0,0,0,0,0,0,0,17,80,100,100,100,100,100,100,100,100,100
61,0,0,0,0,0,0,0,0,1,35,92,100,100,100,100,100,100,100,100,100
62,0,0,0,0,0,0,0,0,0,0,11,78,100,100,100,100,100,100,100,100
63,0,0,0,0,0,0,0,0,2,55,98,100,100,100,100,100,100,100,100,100
